id,ime,kategorija,dolzina,sirina,leto,uporabljenost,cena,lokacija
547027,Cantieri Estensi Goldstar 360,['Motor Yacht'],9.96,3.8,2004,Used Boat,129000,Croatia
545514,Cantieri Estensi Goldstar 360,['Hardtop'],9.96,3.8,2007,Used Boat,155000,Croatia
541443,Estensi Goldstar 360,['Motor Yacht'],9.96,3.2,2004,Used Boat,140000,Croatia
459974,Jeanneau Sun Odyssey 33i,['Sailing Yacht'],9.96,3.34,2013,Used Boat,77000,Croatia
542461,Bayliner 3258 AVANTI,['Flybridge'],9.95,3.3,1995,Used Boat,53500,Croatia
530807,Invictus GT 320,['Cabin Cruiser'],9.95,3.03,2023,New Boat on Order,382000,Croatia
528059,Marex 320 Aft Cabin Cruiser,['Hardtop'],9.94,3.3,2019,Used Boat,290000,Croatia
541139,Jeanneau Merry Fisher 10,['Flybridge'],9.9,3.35,2011,Used Boat,119000,Croatia
498900,Mochi Craft 1000 Fly,['Flybridge'],9.9,3.0,1986,Used Boat,58500,Croatia
206711,Fairline Targa 33,['Motor Yacht'],9.86,3.24,1996,Used Boat,45000,Croatia
552508,Bavaria 32 Bavaria,['Sailing Yacht'],9.85,3.35,2003,Used Boat,50000,Croatia
520294,Grandezza 34 OC,['Hardtop'],9.85,3.43,2022,Used Boat,405000,Croatia
520192,Solemar NIGHT&DAY 32,['RIB'],9.85,3.32,2006,Used Boat,72000,Croatia
552339,Monterey CRUISER 322,['Sport Boat'],9.8,3.3,2001,Used Boat,58000,Croatia
552071,Windy 9800,['Cabin Cruiser'],9.8,2.96,1986,Used Boat,28000,Croatia
551273,Dehler OPTIMA 98GS,"['Keelboat', 'Sailing Yacht']",9.8,3.0,1983,Used Boat,18000,Croatia
548178,Einzelbau,['Sailing Yacht'],9.8,2.7,1968,Used Boat,14500,Croatia
509096,Europe Marine Viper 303,['Cabin Cruiser'],9.8,3.0,2013,Used Boat,69000,Croatia
523987,Delphia 31,['Sailing Yacht'],9.78,3.4,2012,Used Boat,49000,Croatia
510349,Sessa C 32,['Motor Yacht'],9.75,3.15,2011,Used Boat,141500,Croatia
537846,Sessa C 32 HT,['Sport Boat'],9.75,3.15,2011,Used Boat,141500,Croatia
496921,Regal 3350,['Sport Boat'],9.75,3.45,2005,Used Boat,119000,Croatia
525733,Chaparral 29 Signature,['Sport Boat'],9.73,2.97,1997,Used Boat,37500,Croatia
539192,Saga 32,['Pilothouse'],9.7,3.15,1996,Used Boat,69000,Croatia
431117,?IBENIK 800,['Cabin Cruiser'],9.7,3.0,2007,Used Boat,63000,Croatia
431115,?IBENIK 800 Elegance,['Pilothouse'],9.7,3.0,2011,Used Boat,89000,Slovenia
548321,Bénéteau Oceanis 31,['Sailing Yacht'],9.69,3.39,2009,Used Boat,66000,Croatia
535941,Melges 32,['Regatta Boat'],9.68,2.94,2007,Used Boat,62000,Slovenia
529810,Viper 303,['Sport Boat'],9.65,3.0,2014,Used Boat,135000,Croatia
549557,Bayliner 3055,['Motor Yacht'],9.61,3.29,1999,Used Boat,66000,Croatia
547598,Jeanneau Sun Odyssey 32,['Sailing Yacht'],9.6,3.3,2002,Used Boat,47000,Croatia
547571,Sealine 31 SB,['Motor Yacht'],9.6,3.2,1997,Used Boat,58000,Croatia
513976,Bayliner 305,"['Motor Yacht', 'Sport Boat']",9.6,3.35,2006,Used Boat,59900,Croatia
545895,Jeanneau Prestige 32 Fly,['Flybridge'],9.6,3.6,2007,Used Boat,139000,Croatia
518063,Brabus Shadow 500 Cabin,['Sport Boat'],9.6,2.95,2021,Used Boat,279000,Croatia
509847,Bayliner 305 SB,['Motor Yacht'],9.6,3.29,2003,Used Boat,59000,Croatia
469803,Custom 96,['Sailing Yacht'],9.6,2.49,2003,Used Boat,59000,Croatia
548091,Bénéteau Oceanis 30.1,['Sailing Yacht'],9.53,2.99,2022,Used Boat,119500,Croatia
546668,Jeanneau NC9,['Hardtop'],9.53,3.15,2018,Used Boat,179900,Slovenia
547831,Bavaria S29,"['Cabin Cruiser', 'Motor Yacht']",9.52,2.99,2021,Used Boat,169000,Croatia
508027,Fairline Corniche 31,['Flybridge'],9.52,3.36,1992,Used Boat,69500,Croatia
546528,SAS-Vektor SAS Vektor 950,"['Cabin Cruiser', 'Motor Yacht', 'Trawler']",9.5,3.2,2004,Used Boat,79000,Croatia
545998,Sessa S32,"['Motor Yacht', 'Sport Boat']",9.5,3.0,2003,Used Boat,59000,Croatia
545568,Sessa C30,"['Cabin Cruiser', 'Motor Yacht', 'Sport Boat']",9.5,3.0,2008,Used Boat,79000,Croatia
545058,Mimi Libeccio 9.5 WA,['Center Console'],9.5,3.0,2023,New Boat from Stock,241200,Croatia
535589,Sessa C32,['Motor Yacht'],9.5,3.0,2011,Used Boat,155000,Croatia
505730,Bénéteau First 31.7,['Daysailer'],9.5,3.23,2008,Used Boat,54000,Croatia
537568,Sea Ray 325 DA,['Sport Boat'],9.47,2.95,2006,Used Boat,63000,Slovenia
536349,Sea Ray 325,['Cabin Cruiser'],9.47,2.9,2006,Used Boat,69000,Slovenia
395639,Sea Ray 315 / 280 DA,['Motor Yacht'],9.47,2.87,2005,Used Boat,59000,Croatia
403986,Jeanneau Sun Odyssey 32i,['Sailing Yacht'],9.45,3.32,2008,Used Boat,47000,Croatia
549177,Scarani Cruiser 31 Biscay,"['Cabin Cruiser', 'Motor Yacht']",9.4,2.99,2007,Used Boat,65000,Croatia
528979,Jeanneau Nc9,"['Cabin Cruiser', 'Motor Yacht']",9.4,3.15,2019,Used Boat,180000,Croatia
284709,Salpa 32.5 Laver,['Motor Yacht'],9.4,3.3,2008,Used Boat,69900,Croatia
517896,Dufour 3800,['Sailing Yacht'],9.35,3.2,1982,Used Boat,25500,Slovenia
549385,Bayliner 3055,['Sport Boat'],9.33,3.05,1994,Used Boat,39000,Croatia
292667,Damor 900,['Sport Boat'],9.3,2.99,2004,Used Boat,39000,Croatia
270274,Bayliner 288 Fly,['Sport Boat'],9.3,3.0,2004,Used Boat,54500,Croatia
239908,Bayliner 300 SB,['Sport Boat'],9.3,3.05,2008,Used Boat,52900,Croatia
549265,Sea Ray 290 DA Sundancer,['Motor Yacht'],9.29,2.74,1992,Used Boat,25900,Croatia
496492,Sea Ray SeaRay 290DA Sundancer 1992,"['Cabin Cruiser', 'Motor Yacht']",9.29,2.74,1992,Used Boat,25500,Croatia
531959,Bavaria S29,['Motor Yacht'],9.28,2.99,2023,New boat preordered,159000,Croatia
531897,Bavaria S30,['Motor Yacht'],9.28,2.99,2023,New Boat from Stock,196860,Croatia
484419,Jeanneau Leader 30,['Sport Boat'],9.23,2.98,2018,Used Boat,119900,Croatia
551569,Axopar 28 T-TOP,['Sport Boat'],9.2,2.95,2019,Used Boat,138000,Croatia
551070,Axopar 28 Cabin - Brabus,['Sport Boat'],9.2,2.95,2020,Used Boat,168000,Croatia
542395,Arcoa 975,['Motor Yacht'],9.2,3.4,1990,Used Boat,29000,Croatia
549892,Jeanneau Cap Camarat WA 9.0,['Cabin Cruiser'],9.2,2.98,2019,Used Boat,154000,Croatia
540973,Axopar 28,['Sport Boat'],9.2,2.95,2021,Used Boat,279000,Croatia
536965,Cruisers Cruisers Yachts Rogue 3070,['Sport Boat'],9.2,3.2,1991,Used Boat,19000,Croatia
534571,Mirakul 30,['Sport Boat'],9.2,3.03,2015,Used Boat,85000,Croatia
533319,Mirakul 30,['Motor Yacht'],9.2,3.03,2022,Used Boat,130000,Croatia
539036,Botnia Marin / Targa Targa 30,['Motor Yacht'],9.19,3.25,2003,Used Boat,109000,Croatia
542477,Dalpol Phobos 29,"['Cruising Dinghy', 'Sailing Yacht']",9.15,2.95,2018,Used Boat,35900,Croatia
537062,Bénéteau Antares 9 OB,['Pilothouse'],9.12,2.95,2023,Used Boat,135000,Slovenia
507247,Sparkman & Stephens 6.6,['Sailing Yacht'],9.1,2.85,1971,Used Boat,8000,Croatia
501772,Salpa Soleil 30,['RIB'],9.1,3.2,2022,Used Boat,199900,Slovenia
533554,Finnmaster T9 ST,['Cabin Cruiser'],9.04,3.23,2023,New Boat on Order,241400,Croatia
551003,Scarab Wellcraft 302 Sport,['Center Console'],8.99,2.44,2001,Used Boat,39000,Croatia
546470,Axopar 28 T-Top,['Sport Boat'],8.99,2.85,2016,Used Boat,95000,Croatia
496736,Bavaria 28 Sport,['Sport Boat'],8.99,2.99,2011,Used Boat,85000,Croatia
538492,Müller Drachen 1960,['Daysailer'],8.95,1.9,1960,Used Boat,30200,Croatia
546862,Sea Ray 290 Sundancer,['Motor Yacht'],8.95,2.95,1995,Used Boat,35000,Croatia
537969,Bavaria S 29,['Cabin Cruiser'],8.95,2.99,2018,Used Boat,110000,Croatia
499899,Bayliner 3055 - 2X V8 260 PS,['Sport Boat'],8.95,3.0,1992,Used Boat,25000,Croatia
517179,Bayliner 2855 Ciera,['Sport Boat'],8.91,2.9,1999,Used Boat,30000,Croatia
551993,Invictus GT 280,['Center Console'],8.9,2.8,2024,New Boat on Order,205000,Slovenia
546148,Invictus GT 280,['Center Console'],8.9,2.8,2023,New boat preordered,175000,Slovenia
544283,Invictus GT 280,['Sport Boat'],8.9,2.84,2023,New Boat from Stock,197970,Croatia
541256,Invictus GT 280,['Center Console'],8.9,2.8,2023,New Boat on Order,75500,Croatia
532412,Jeanneau Prestige 30S,['Motor Yacht'],8.9,3.32,2007,Used Boat,105000,Croatia
530801,Invictus GT 280,['Cabin Cruiser'],8.9,2.84,2023,New Boat from Stock,211000,Croatia
527807,Jeanneau Merry Fisher 895 Offshore-,['Cabin Cruiser'],8.9,2.99,2022,New Boat from Stock,179900,Croatia
520188,Four Winns Horizon 280,['Sport Boat'],8.9,2.75,2003,Used Boat,55000,Croatia
551752,Monterey 295 CR,['Sport Boat'],8.84,2.77,2008,Used Boat,79800,Croatia
530144,Regal 2760 Commodore,"['Cabin Cruiser', 'Sport Boat']",8.84,2.77,1999,Used Boat,34800,Croatia
548092,Grandezza 28 OC,['Sport Boat'],8.8,2.85,2022,Used Boat,199000,Croatia
547557,Grandezza 28 OC,['Hardtop'],8.8,2.85,2023,Used Boat,199000,Croatia
527271,Knierim Yachtbau Legend 28,['Motor Yacht'],8.8,2.65,2003,Used Boat,90000,Croatia
537548,Bestyear 880 Craft,['Sport Boat'],8.8,2.68,2014,Used Boat,29500,Croatia
466147,Custom VSR 8.8 PRO,['RIB'],8.8,2.7,2008,Used Boat,55000,Croatia
416847,Grandezza 28 OC,['Sport Boat'],8.8,2.85,2023,New boat preordered,181000,Croatia
393510,Fjord 880 AC,['Sport Boat'],8.8,3.15,1987,Used Boat,35900,Croatia
548286,Rinker 260 EC,['Motor Yacht'],8.79,2.59,2007,Used Boat,49000,Croatia
514397,Chaparral 275 SSi,['Sport Boat'],8.79,2.74,2007,Used Boat,60000,Croatia
422446,Rinker 260,['Sport Boat'],8.79,2.59,2008,Used Boat,70000,Croatia
552074,Calafuria Scorpionero 950,['Cabin Cruiser'],8.76,2.96,2007,Used Boat,59500,Croatia
247145,Crownline 270 cr,['Sport Boat'],8.75,2.6,2007,Used Boat,55000,Croatia
465094,Crownline 270 CR,['Sport Boat'],8.7,2.59,2008,Used Boat,49900,Croatia
548789,"SunRunner Ultra 3,0",['Motor Yacht'],8.66,3.2,1990,Used Boat,36000,Croatia
551521,Sea ray Sundancer 280 DA,"['Cabin Cruiser', 'Motor Yacht', 'Trawler']",8.65,2.74,1992,Used Boat,38000,Croatia
543067,Maxum 270 SC,['Motor Yacht'],8.65,2.87,2005,Used Boat,44900,Croatia
548943,Four Winns Vista 278,"['Cabin Cruiser', 'Motor Yacht', 'Sport Boat']",8.64,2.59,2007,Used Boat,45000,Croatia
474355,Poly Form TRIAKIS C 30,['Cabin Cruiser'],8.62,3.2,2007,Used Boat,75000,Croatia
546551,Maxum 2700 SCR,"['Motor Yacht', 'Sport Boat']",8.59,2.9,2002,Used Boat,49900,Croatia
549802,Sea Ray 260 Sundancer,['Motor Yacht'],8.5,2.59,2000,Used Boat,59500,Croatia
546562,Jeanneau SUN ODYSSEY 29.2,['Sailing Yacht'],8.5,2.98,2002,Used Boat,39500,Slovenia
545068,Mimi Libeccio 8.5 classic,['Classic Power Boat'],8.5,2.5,2023,New Boat from Stock,99471,Croatia
530018,850,['RIB'],8.5,2.65,2022,Used Boat,108000,Croatia
426125,Hysucat 28,['RIB'],8.5,2.9,2019,Used Boat,65000,Croatia
551005,Saxdor 270 GTO,['Cabin Cruiser'],8.45,2.6,2023,New Boat from Stock,149860,Croatia
535791,Saxdor 270 GTO,['Cabin Cruiser'],8.45,2.6,2023,New Boat from Stock,161000,Croatia
503701,Gibert Marine Gib Sea 84,['Sailing Yacht'],8.4,3.05,1985,Used Boat,19900,Croatia
496931,Stimson 28,['Regatta Boat'],8.4,2.85,2005,Used Boat,39000,Croatia
540202,Airon Marine AMX28,['Sport Boat'],8.34,2.5,2023,New Boat from Stock,198000,Slovenia
549543,Trapper 500,['Sailing Yacht'],8.33,2.85,1979,Used Boat,15500,Croatia
551218,Sessa Dorado 26,['Motor Yacht'],8.3,2.7,2008,Used Boat,44900,Croatia
548575,SAGA 27AK,"['Cabin Cruiser', 'Trawler']",8.3,2.75,1985,Used Boat,19900,Croatia
415802,Piculjan Marine RAB 720,['Pilothouse'],8.3,2.75,2000,Used Boat,53900,Croatia
551071,2BAR 82,['RIB'],8.2,3.3,2023,New Boat on Order,64600,Croatia
546957,Viko 27,['Sailing Yacht'],8.2,2.5,2006,Used Boat,25000,Slovenia
545888,Kajütboot,['Cabin Cruiser'],8.2,2.8,2012,Used Boat,62000,Croatia
466231,Jeanneau Yarding 27,['Sport Boat'],8.2,3.0,2023,New Boat from Stock,82830,Slovenia
526662,Neptun Werft NEPTUN 27,['Keelboat'],8.15,2.5,1978,Used Boat,9000,Croatia
551115,Crownline Crowline 270CR,"['Cabin Cruiser', 'Motor Yacht', 'Sport Boat']",8.1,2.59,2005,Used Boat,69000,Croatia
549998,Nordkapp Noblesse 790,['Sport Boat'],8.1,2.5,2017,Used Boat,79900,Croatia
530810,Capoforte CX 270,['Cabin Cruiser'],8.1,2.7,2023,New Boat from Stock,153000,Croatia
355761,Crownline 270 CR,['Deck Boat'],8.1,2.6,2007,Used Boat,50000,Croatia
548854,Maxum 2500SE,"['Cabin Cruiser', 'Classic Power Boat', 'Sport Boat']",8.05,2.59,2008,Used Boat,49900,Croatia
552053,SAVER 750,"['Cabin Cruiser', 'Classic Power Boat', 'Motor Yacht']",8.0,2.55,2017,Used Boat,96000,Croatia
519289,HIP rip,['RIB'],8.0,3.03,2016,Used Boat,63500,Croatia
524009,Capelli TEMPEST 800,['RIB'],8.0,3.0,2018,Used Boat,74000,Croatia
430491,Regal 28 Express,['Motor Yacht'],7.98,2.3,2020,Used Boat,130000,Croatia
542311,Bénéteau Antares 9 OB,['Pilothouse'],7.98,2.95,2018,Used Boat,139000,Croatia
549911,Ho?evar 800,['Keelboat'],7.96,2.98,1987,Used Boat,12000,Croatia
550257,Sessa Oyster 25,['Motor Yacht'],7.95,2.55,2005,Used Boat,36000,Croatia
549924,Jeanneau Merry Fisher 795,['Pilothouse'],7.95,2.82,2023,Used Boat,115000,Croatia
552262,Sea Ray Sundancer 240 DA,"['Classic Power Boat', 'Motor Yacht']",7.92,2.59,2008,Used Boat,55000,Croatia
527640,Capelli TEMPEST 800 SUN,['RIB'],7.91,3.05,2019,Used Boat,78900,Croatia
541808,Albin 79,"['Daysailer', 'Sailing Yacht']",7.9,2.66,1976,Used Boat,9999,Croatia
549259,Carver 250 Express,['Motor Yacht'],7.9,2.6,1995,Used Boat,33000,Croatia
544780,Fairline Sunfury 26,['Cabin Cruiser'],7.9,2.95,1989,Used Boat,20500,Croatia
532180,Bayliner Ciera 2655,['Motor Yacht'],7.9,2.5,1997,Used Boat,28000,Croatia
550256,Sessa Key Largo 27,['Sport Boat'],7.8,2.64,2011,Used Boat,65000,Croatia
551564,Sessa S26,['Motor Yacht'],7.65,2.55,2008,Used Boat,42000,Croatia
461262,Sessa Cruiser S 26,['Cabin Cruiser'],7.65,2.5,2011,Used Boat,48800,Croatia
549860,Stingray 250 CR,"['Cabin Cruiser', 'Motor Yacht', 'Sport Boat']",7.6,2.6,2008,Used Boat,46000,Croatia
545949,Highfield 760 Sport,['RIB'],7.6,2.83,2020,Used Boat,75000,Croatia
550907,Cranchi CSL 27,['Motor Yacht'],7.51,2.83,2007,Used Boat,55000,Croatia
520050,Innovazioni Progetti FLARES 25.6,['Pilothouse'],7.49,3.0,1998,Used Boat,29000,Croatia
483821,Janmor 25 Green,['Keelboat'],7.49,2.52,2010,Used Boat,34900,Croatia
538883,Bénéteau ANTARES 7 OB,['Sport Boat'],7.48,2.5,2022,New Boat from Stock,91135,Croatia
530898,Capoforte FX 240,"['Bowrider', 'Sport Boat']",7.45,2.45,2023,New Boat from Stock,119000,Croatia
515374,Bénéteau ANTARES 7.60,['Pilothouse'],7.44,2.75,2005,Used Boat,57000,Croatia
551740,Fairline Carrera 24,['Motor Yacht'],7.34,2.88,1986,Used Boat,25000,Croatia
534142,Zodiac Medline 7.5,['RIB'],7.34,2.9,2022,Used Boat,71200,Croatia
548530,Maxum 2400 SC3,"['Cabin Cruiser', 'Motor Yacht', 'Sport Boat']",7.32,2.59,2007,Used Boat,17000,Croatia
545744,Sea Ray 255 DA,['Cabin Cruiser'],7.32,2.59,2007,Used Boat,52900,Croatia
537453,Bénéteau FLYER 7 SUNDECK,['Sport Boat'],7.26,2.45,2017,Used Boat,63000,Croatia
544403,Jeanneau Cap Camarat 7.5,['Deck Boat'],7.19,2.52,2019,Used Boat,72900,Croatia
531279,Jeanneau Cap Camarat 7.5,['Center Console'],7.19,2.52,2016,Used Boat,55900,Croatia
546595,Bayliner Ciera 2452CD Express Cruiser,"['Hardtop', 'Motor Yacht']",7.18,2.54,1999,Used Boat,19500,Croatia
543568,Cranchi 21 Ellipse,"['Cabin Cruiser', 'Sport Boat']",7.05,2.48,1997,Used Boat,25800,Croatia
552446,Rinker V190,['Sport Boat'],7.0,2.6,1990,Used Boat,5500,Croatia
551592,Regal 2250 Cuddy,"['Motor Yacht', 'Wakeboard/Wakesurf', 'Water Ski']",7.0,2.59,2007,Used Boat,25995,Croatia
519425,Fjord 23,['Cabin Cruiser'],7.0,2.5,1980,Used Boat,23000,Croatia
511503,Custom Family Cruiser 7 Meters,['Motor Yacht'],6.98,2.5,2000,Used Boat,13000,Croatia
500197,Renier R8,['RIB'],6.97,3.18,2022,New Boat from Stock,99000,Croatia
536337,Sea Ray Sunsport 240,['Sport Boat'],6.96,2.55,2008,Used Boat,39900,Croatia
517774,Nordkapp 655 Nobless,['Sport Boat'],6.95,2.5,2017,Used Boat,52000,Croatia
550117,Jeanneau Merry Fisher 705 IB,['Classic Power Boat'],6.92,2.77,2009,Used Boat,45000,Croatia
550788,Sessa Key Largo 24,['Sport Boat'],6.9,2.5,2013,Used Boat,56000,Croatia
547215,Quicksilver Captur 690 Arvor,['Classic Power Boat'],6.88,2.54,2023,New boat preordered,38500,Croatia
550515,Regal 6.8 Ventura,"['Cabin Cruiser', 'Sport Boat']",6.83,2.6,1999,Used Boat,25000,Croatia
509130,Cranchi 760 Clipper Cruiser,"['Motor Yacht', 'Sport Boat']",6.8,2.48,1990,Used Boat,15900,Croatia
530286,MasterCraft X-STAR XSTAR X STAR,"['Bowrider', 'Sport Boat', 'Wakeboard/Wakesurf']",6.78,2.54,2007,Used Boat,69000,Croatia
534993,Karnic 602 SL,['Cabin Cruiser'],6.7,2.45,2022,Used Boat,52500,Croatia
524199,Monterey 194 FS,"['Bowrider', 'Sport Boat']",6.6,2.5,2008,Used Boat,19000,Croatia
552313,"ZAR Formenti Zar 65 Suite, Suzuki 200 PS, wie",['RIB'],6.5,2.55,2021,Used Boat,89000,Croatia
551458,"Jeanneau Cap Camarat 6,5 CD",['Motor Yacht'],6.5,2.5,2023,New boat preordered,87750,Slovenia
538601,Quicksilver Cruiser 625,"['Bowrider', 'Cabin Cruiser', 'Sport Boat']",6.45,2.47,2002,Used Boat,16500,Croatia
547418,Bayliner 652 CU,"['Motor Yacht', 'Sport Boat']",6.22,2.44,2006,Used Boat,22500,Croatia
551214,2BAR 62,['RIB'],6.2,2.5,2023,Used Boat,45000,Croatia
547331,Jeanneau Sun 2000,['Daysailer'],6.2,2.55,2011,Used Boat,22500,Slovenia
540139,Galeon Galia 630 Sundeck,"['Cabin Cruiser', 'Motor Yacht', 'Sport Boat']",6.19,2.48,2016,Used Boat,38000,Croatia
530812,Capoforte SX 200,"['Bowrider', 'Sport Boat']",6.1,2.5,2022,New Boat from Stock,42500,Croatia
532262,Saxdor 200 SPORT,['Sport Boat'],5.94,2.33,2022,Used Boat,55000,Croatia
490535,Saxdor 200 Pro Sport - MERCURY 175 V6 XL DTS,['Sport Boat'],5.94,2.29,2020,Used Boat,34900,Croatia
538620,Zodiac Medline 580,['RIB'],5.8,2.54,2022,New Boat from Stock,31000,Croatia
534282,Zodiac Medline 580,['RIB'],5.8,2.54,2022,Used Boat,34900,Croatia
527390,GALA V580F,['RIB'],5.8,2.5,2021,Used Boat,29900,Croatia
542037,2BAR 57,['RIB'],5.7,2.5,2023,New Boat from Stock,19850,Croatia
512171,Bénéteau Seascape 18,['Daysailer'],5.5,2.37,2014,Used Boat,19999,Slovenia
516580,Quicksilver 605 Pilothouse,['Pilothouse'],5.5,2.54,2022,Used Boat,49500,Croatia
364643,Walker Bay Generation 525 DLX,['RIB'],5.25,2.44,2023,New Boat from Stock,11140,Croatia
518821,Boston Whaler 160 DA,['Sport Boat'],4.97,2.16,2000,Used Boat,20000,Croatia
548802,Zodiac Yachtline 490 Deluxe,['RIB'],4.9,2.05,2023,New boat preordered,29750,Slovenia
537003,Zodiac Yachtline 440 NEO,['RIB'],4.4,1.86,2020,Used Boat,30990,Slovenia
411579,Avon 380 SEASPORT,['RIB'],3.8,1.9,2012,Used Boat,9500,Croatia
547028,Novomar NM 370,['Foldable Inflatable Boat'],3.7,1.9,2023,New boat preordered,23404,Slovenia
527159,GALA Viking V360,['RIB'],3.6,1.86,2023,New boat preordered,19590,Slovenia
546871,GALA V330,['RIB'],3.3,1.72,2021,New Boat from Stock,14500,Croatia
532387,Pirelli J33 Jet,['RIB'],3.3,1.67,2018,Used Boat,18900,Croatia
550915,Zodiac 3.20,['RIB'],3.2,1.8,2023,New boat preordered,18240,Slovenia
542052,Williams 285 Turbojet,['RIB'],2.9,1.6,2010,Used Boat,11450,Croatia
537400,Tiwal 2 Yellow furling sail 5.60 m2,['Dinghy'],2.8,1.5,2021,Used Boat,9000,Croatia
548807,Zodiac Cadet RIB compact 250,['RIB'],2.5,1.56,2019,Used Boat,1500,Croatia
