id,ime,dolzina,sirina,leto,uporabljenost,cena,lokacija
550220,Greenline 48 FLY,15.45,4.8,2019,Used Boat,514000,Croatia
528453,Greenline 48 FLY - HYBRID,15.45,4.79,2017,Used Boat,650000,Slovenia
523958,Greenline 48 Fly,15.44,4.8,2019,Used Boat,495000,Croatia
549482,Bavaria 50 Cruiser,15.43,4.87,2023,New Boat from Stock,396400,Croatia
536074,Princess 52,15.43,4.36,2001,Used Boat,249000,Croatia
543318,Leopard 50,15.42,8.05,2020,Used Boat,850000,Croatia
403537,Bénéteau Oceanis 50 F,15.42,4.82,2011,Used Boat,169000,Croatia
549048,Hanse 505,15.4,4.75,2017,Used Boat,305000,Croatia
548776,Hanse 505,15.4,4.75,2017,Used Boat,285000,Croatia
541167,Bavaria 49,15.4,4.5,2003,Used Boat,110000,Croatia
508012,Pershing 46',15.4,4.14,2008,Used Boat,345000,Croatia
503829,Pershing 46,15.39,4.14,2008,Used Boat,330000,Croatia
549845,Jeanneau Sun Odyssey 519,15.38,4.69,2018,Used Boat,208000,Croatia
545362,Ferretti 500,15.34,4.32,2021,Used Boat,1350000,Croatia
549613,Elan E6,15.3,4.49,2023,New Boat from Stock,573000,Croatia
548300,Cranchi 48,15.3,4.33,2001,Used Boat,215000,Slovenia
530507,Elan E6,15.3,4.49,2022,Used Boat,535000,Croatia
529469,Elan E6,15.3,4.49,2022,Used Boat,550000,Croatia
529468,Elan E6,15.3,4.49,2022,Used Boat,550000,Croatia
518121,Najad 505 CC,15.3,4.6,2009,Used Boat,599427,Croatia
506501,Princess F50 - BJ. 2019,15.3,4.34,2019,Used Boat,1100000,Croatia
520244,Bénéteau Grand Turismo 49,15.29,4.29,2012,Used Boat,490000,Croatia
545922,Dufour Atoll 50,15.25,5.05,2000,Used Boat,159500,Croatia
549782,Jeanneau Prestige 500,15.24,4.5,2018,Used Boat,690000,Croatia
541296,Cranchi Mediterranee 50,15.24,4.33,2005,Used Boat,215000,Croatia
503020,Pershing 50,15.24,4.38,2004,Used Boat,485000,Croatia
545253,Jetten 50 MPC,15.2,4.88,2016,Used Boat,890000,Croatia
542158,Elan GT 6,15.2,4.49,2022,Used Boat,639000,Croatia
539035,Fairline Targa 52,15.2,4.62,2008,Used Boat,360000,Croatia
533943,Prestige Yachts 500 FLY - 2012,15.2,4.47,2012,Used Boat,549000,Croatia
533633,Dufour 520 Grand Large,15.2,4.8,2018,Used Boat,452350,Croatia
509193,Elan 50 Impression,15.2,4.68,2018,Used Boat,270000,Croatia
432653,Carver 504 Fly,15.2,4.7,1998,Used Boat,199000,Croatia
411998,Elan 50 Impression,15.2,4.68,2017,Used Boat,255000,Croatia
549172,Hallberg-Rassy 48,15.14,4.55,2008,Used Boat,500000,Croatia
530599,Elan GT6 - ready for delivery,15.14,4.49,2022,Used Boat,569000,Croatia
549594,Oceanis 50 Family,15.1,4.5,2011,Used Boat,145000,Croatia
543368,FIM Regina 470,15.1,4.4,2023,Display Model,1440000,Croatia
542445,Dufour 500 Grand Large (Engine 2020),15.1,4.8,2015,Used Boat,230000,Croatia
515908,Bénéteau Monte Carlo 5,15.1,4.32,2016,Used Boat,550000,Croatia
377883,Bavaria Sport 450,14.99,4.41,2016,Used Boat,360000,Croatia
526305,Greenline 48 fly,14.99,4.9,2022,New Boat from Stock,890000,Slovenia
510834,Cormorant COR49,14.99,5.4,2023,New boat preordered,600000,Slovenia
507246,Bavaria 51 Cruiser,14.99,4.61,2015,Used Boat,219000,Croatia
550334,Jeanneau Sun Odyssey 49i,14.98,4.49,2008,Used Boat,129000,Croatia
550183,Galeon 485 HTS,14.98,4.25,2019,Used Boat,699000,Croatia
545774,Bénéteau 50,14.98,4.48,2004,Used Boat,157000,Croatia
542448,Jeanneau 51,14.98,4.69,2021,Used Boat,480000,Croatia
537952,Fountaine Pajot Saba 50,14.98,7.99,2017,Used Boat,920000,Croatia
504597,Fountaine Pajot Saba 50,14.98,7.99,2017,Used Boat,920000,Croatia
456927,Comar CLANSHIP 52,14.98,4.81,1989,Used Boat,179900,Croatia
550008,Upwind 50 ECO Aluminium,14.95,7.01,2022,Display Model,870000,Croatia
542864,Doggersbank 1500,14.95,4.7,1994,Used Boat,335000,Croatia
521780,Elling E4,14.95,4.25,2007,Used Boat,359000,Croatia
548688,Bavaria S 45 Open,14.94,4.41,2020,Used Boat,510000,Croatia
510393,Profil Marine Cherokee 50,14.93,4.2,1996,Used Boat,115000,Croatia
502775,Horizon Yaretti 1190,14.92,4.36,1991,Used Boat,120000,Croatia
552367,Sessa C52,14.9,4.5,2008,Used Boat,399000,Croatia
549728,Bruno Abbate Primatist G46,14.9,4.5,2010,Used Boat,290000,Croatia
493401,Bénéteau First 47.7,14.9,4.5,2000,Used Boat,139900,Slovenia
547405,Azimut Fly 48,14.9,4.52,2012,Used Boat,570000,Croatia
545908,Princess V48,14.9,4.1,2009,Used Boat,349000,Croatia
504618,Jeanneau Sun Odyssey 49 DS,14.9,4.41,2007,Used Boat,160000,Croatia
494825,Elan 50 Impression,14.85,4.68,2015,Used Boat,320000,Croatia
471887,Elan Impression 50,14.85,4.68,2017,Used Boat,230000,Croatia
292624,Hanse 495,14.85,4.75,2011,Used Boat,240000,Croatia
491426,Princess V46,14.81,4.01,2003,Used Boat,210000,Croatia
519125,Ferretti 480,14.8,4.6,2001,Used Boat,250000,Croatia
506325,Azimut 46,14.8,4.4,2002,Used Boat,248000,Slovenia
500704,Bénéteau First 47.7,14.8,4.5,2000,Used Boat,135000,Croatia
442672,Ferretti 480,14.8,4.6,2001,Used Boat,259000,Croatia
261062,Edership PRESIDENT 46 Fly,14.8,4.8,1991,Used Boat,120000,Croatia
547774,Lagoon 50,14.76,8.1,2018,Used Boat,835000,Croatia
463342,Selene 45,14.76,4.78,2024,New Boat from Stock,724900,Slovenia
550127,Jeanneau Sun Odyssey 50 DS,14.75,4.49,2012,Used Boat,250000,Croatia
524769,Dufour 48,14.7,8.0,2021,Used Boat,885000,Croatia
515308,Dufour 48,14.7,8.0,2021,Used Boat,885000,Croatia
548619,Bavaria 47,14.68,4.45,2000,Used Boat,79000,Croatia
547937,Azimut 46,14.65,4.4,2002,Used Boat,249000,Croatia
533322,Azimut 46,14.65,4.4,2002,Used Boat,225000,Croatia
514524,Princess 50,14.64,4.48,2003,Used Boat,258000,Croatia
551172,Alena  47,14.6,4.64,2002,Used Boat,149000,Croatia
547444,Hanse 460,14.6,4.79,2022,Used Boat,380000,Croatia
544700,Hanse 460,14.6,4.79,2023,Display Model,369800,Croatia
513280,Cervetti 48 Sail,14.6,8.0,2022,Used Boat,1021995,Croatia
534747,Azimut Fly 46,14.5,4.4,2001,Used Boat,248000,Croatia
544085,Bénéteau First 47.7,14.5,4.5,2001,Used Boat,110000,Croatia
507248,Delphia 47,14.48,4.48,2010,Used Boat,140000,Croatia
546387,Azimut 47 FLY - MODEL 2010,14.46,4.75,2010,Used Boat,399900,Croatia
466217,Staryacht 1670,14.44,4.2,1990,Used Boat,79700,Croatia
547447,Bavaria C45 Style,14.43,4.49,2020,Used Boat,499000,Croatia
521564,Jeanneau Sun Odyssey 479,14.43,4.49,2016,Used Boat,178000,Croatia
550055,Grand Soleil  46.3,14.42,4.4,2004,Used Boat,115000,Croatia
549303,Princess 440 Flybridge,14.4,4.2,1997,Used Boat,150000,Croatia
538997,Monachus 43 Pharos,14.4,4.2,2023,New Boat from Stock,679305,Croatia
538996,Monachus Issa 45,14.4,4.2,2023,New Boat from Stock,664125,Croatia
538994,Monachus Issa 45,14.4,4.2,2023,New Boat from Stock,698280,Croatia
533015,Monachus Issa 45 HT,14.4,4.2,2023,New Boat on Order,664125,Croatia
531706,Monachus 45 Fly,14.4,4.2,2023,New Boat on Order,698280,Croatia
531704,Monachus 43 Pharos,14.4,4.2,2023,New Boat on Order,679305,Croatia
528272,Ferretti 46 FLY,14.4,4.6,1999,Used Boat,199000,Croatia
535055,Linssen Grand Sturdy 470,14.35,4.4,2009,Used Boat,590000,Croatia
531827,Princess V45,14.35,3.99,2009,Used Boat,269000,Slovenia
517043,Ferretti YACHTS 460,14.35,4.34,2023,New Boat on Order,726600,Slovenia
502718,Bavaria 46 Cruiser,14.27,4.35,2018,Used Boat,185000,Croatia
548774,Bavaria 45 Cruiser,14.27,4.35,2012,Used Boat,159000,Croatia
547773,Bavaria 46 Cruiser,14.27,4.35,2023,Used Boat,333000,Slovenia
479570,Bavaria 46 Cruiser,14.27,4.35,2023,Used Boat,304200,Croatia
429544,Bavaria 46 Cruiser,14.27,4.35,2020,Used Boat,259488,Croatia
548279,Bavaria Cruiser 46 Style,14.22,4.35,2020,Used Boat,270000,Croatia
520242,Ferretti 450,14.2,4.3,2020,Used Boat,800000,Croatia
520241,Ferretti 450,14.2,4.3,2019,Used Boat,700000,Croatia
518820,Ferretti 450,14.2,4.3,2019,Used Boat,700000,Croatia
518819,Ferretti 450,14.2,4.2,2020,Used Boat,800000,Croatia
509293,Cranchi 47 Mediteranee,14.19,4.1,2006,Used Boat,225000,Croatia
544804,Moody 47,14.17,4.4,2002,Used Boat,230000,Croatia
524974,Dufour 460 Grand Large,14.15,4.5,2016,Used Boat,219000,Croatia
495682,Ferretti 46,14.1,4.6,2000,Used Boat,235000,Croatia
487805,Ferretti 46,14.1,4.6,2000,Used Boat,275000,Croatia
516698,Hanse 458,14.04,4.37,2023,New Boat from Stock,335161,Croatia
515898,Hanse 458,14.04,4.38,2002,Used Boat,264000,Croatia
549979,Nuova Jolly Prince 43 luxury cabin,14.0,4.0,2019,Used Boat,850000,Croatia
478574,Carbineer Motorsailer,14.0,4.0,1988,Used Boat,105000,Croatia
475424,Carbineer Motor Sailer,14.0,4.0,1988,Used Boat,105000,Croatia
331964,President 52,14.0,4.8,1989,Used Boat,170000,Croatia
549772,Lagoon 46,13.99,7.96,2021,Used Boat,725000,Croatia
548093,Lagoon 46,13.99,7.96,2021,Used Boat,725000,Croatia
539716,Lagoon 450 F,13.97,7.87,2019,Used Boat,620000,Croatia
519955,Galeon 440 FLY 2023 NEW BOAT,13.97,4.2,2023,New Boat on Order,648900,Slovenia
466280,Dellapasqua DC 13 ELITE,13.97,3.8,2006,Used Boat,195000,Croatia
550163,Hanse 455,13.96,4.38,2018,Used Boat,189900,Croatia
534016,Lagoon 450,13.96,7.78,2012,Used Boat,455000,Croatia
549584,Lagoon 450 S Lux,13.96,7.87,2018,Used Boat,490000,Croatia
548094,Lagoon 450F,13.96,7.87,2017,Used Boat,550000,Croatia
544419,Lagoon 450 S,13.96,7.78,2018,Used Boat,515000,Croatia
540456,Lagoon 450 F,13.96,7.87,2016,Used Boat,495000,Croatia
540454,Lagoon 450 S LUX,13.96,7.87,2018,Used Boat,490000,Croatia
533003,Lagoon 450 F,13.96,7.87,2019,Used Boat,590000,Croatia
523661,Lagoon 450 F,13.96,7.87,2017,Used Boat,549000,Croatia
522361,Lagoon 450 S,13.96,7.87,2018,Used Boat,495000,Croatia
495403,Lagoon 450 S,13.96,7.87,2021,Used Boat,569000,Croatia
546484,Hanse 455,13.95,4.38,2015,Used Boat,168540,Croatia
488966,Jeanneau Prestige 450,13.94,4.3,2017,Used Boat,525000,Croatia
483922,Hi-Star Marine HI STAR 47',13.94,4.63,1986,Used Boat,125000,Croatia
524233,Princess 45 FLY MKII,13.92,4.29,2007,Used Boat,349000,Croatia
527355,Princess 45 MK II,13.92,4.29,2007,Used Boat,349000,Croatia
550569,Princess 440 Fly,13.91,4.22,1995,Used Boat,189000,Croatia
548737,Princess 440,13.91,4.22,1997,Used Boat,150000,Croatia
501233,Princess 440,13.91,4.22,1996,Used Boat,170000,Croatia
550751,Rio 44 air,13.9,4.0,2007,Used Boat,159000,Slovenia
531082,Performance 1407,13.9,3.7,2007,Used Boat,180000,Croatia
262794,Dellapasqua DC 13 s,13.9,4.3,1991,Used Boat,79900,Croatia
531619,Bénéteau Swift Trawler 44,13.88,4.25,2014,Used Boat,450000,Croatia
461042,Enterprise Marine EM 43,13.87,4.86,2003,Used Boat,199500,Croatia
545122,Elan Impression 45,13.85,4.18,2017,Used Boat,170000,Croatia
540455,Elan 45 Impression,13.85,4.18,2018,Used Boat,190000,Croatia
533244,Elan Impression 45,13.85,4.18,2016,Used Boat,155000,Croatia
533165,Elan 444 Impression,13.85,4.18,2011,Used Boat,130000,Croatia
523928,Cranchi M44 HT,13.85,4.05,2018,Used Boat,550000,Slovenia
498902,Princess V 45,13.85,4.0,2009,Used Boat,345000,Croatia
495924,Performance 1407,13.85,3.61,2007,Used Boat,179000,Croatia
487760,Monachus Issa 45,13.85,4.2,2020,Used Boat,440000,Croatia
479503,Bavaria S45 HT,13.83,4.41,2017,Used Boat,420000,Croatia
552504,Cranchi M 44 HT,13.82,4.05,2019,Used Boat,585000,Slovenia
520895,Cyrus Yachts CYRUS 13.8 FLYBRIDGE,13.81,4.45,2012,Used Boat,189000,Croatia
535751,Cranchi Mediterranee 43,13.8,4.13,2008,Used Boat,172000,Croatia
531592,Pula CUSTOM BUILT,13.8,4.0,1991,Used Boat,65000,Croatia
517794,Cranchi 43,13.8,4.1,2008,Used Boat,179000,Croatia
545773,Bavaria NAUTITECH 46 OPEN,13.79,7.54,2018,Used Boat,550000,Croatia
504814,Fjord 41 XL,13.79,3.99,2023,New Boat from Stock,721103,Croatia
541348,Dufour 455 Grand Large,13.76,4.3,2008,Used Boat,150000,Croatia
538391,Enterprise Marine 43 Fly,13.76,4.22,2002,Used Boat,200000,Croatia
550208,Jeanneau Sun Odyssey 449,13.75,4.24,2017,Used Boat,229900,Croatia
545588,Astor 45 Fly 2.Besitz RAUMWUNDER !,13.75,4.25,1995,Used Boat,139000,Croatia
552225,Jeanneau Sun Odyssey 45,13.72,4.37,2006,Used Boat,125000,Croatia
543914,Leopard 45,13.72,7.35,2018,Used Boat,599000,Croatia
541173,Sea Ray 455 Sundancer,13.72,4.27,2006,Used Boat,139000,Croatia
523662,Jeanneau Sun Odyssey 45,13.72,4.37,2005,Used Boat,99000,Croatia
434103,Nautitech Catamarans 46 Fly,13.71,7.54,2017,Used Boat,495000,Croatia
463341,Selene 42 Europa,13.7,4.42,2024,New Boat from Stock,587100,Slovenia
457731,Dehler 45,13.7,3.86,2010,Used Boat,215000,Croatia
543975,Dufour 44,13.67,4.25,2004,Used Boat,95000,Croatia
547795,Van Dam Nordia 45,13.65,3.95,1974,Used Boat,115000,Croatia
534807,Majesty 44 Fly - 44,13.61,4.34,2007,Used Boat,340000,Croatia
371409,Lagoon 440 Quentas,13.61,7.7,2009,Used Boat,359000,Croatia
551233,Solaris One 44,13.6,4.18,2014,Used Boat,395000,Croatia
544304,Bavaria Virtess 420 Fly,13.6,4.22,2019,Used Boat,629000,Croatia
506867,Bali Catamarans 4.5,13.6,7.42,2017,Used Boat,530000,Croatia
549566,Myabca 45 Menorquin 160,13.59,4.3,2007,Used Boat,220000,Croatia
547446,Elan Impression 45.1,13.59,4.2,2019,Used Boat,209500,Slovenia
552282,Hanse 455,13.56,4.38,2018,Used Boat,215000,Croatia
530799,Sealine F430,13.55,4.2,2019,Used Boat,449000,Croatia
530797,Sealine F430,13.55,4.2,2021,Used Boat,599000,Croatia
524550,Hanse 455,13.55,4.38,2018,Used Boat,225000,Croatia
496459,Olimp M-46 - custom,13.55,4.2,2018,Used Boat,269000,Croatia
536278,Gobbi Atlantis 425 SC,13.53,4.02,2001,Used Boat,133000,Croatia
532730,NEEL 45 Evolution,13.5,8.5,2019,Used Boat,510000,Croatia
530012,Azimut AZ 43 - 43,13.5,4.4,1996,Used Boat,149000,Croatia
517781,Fast Wave 40,13.5,4.0,2000,Used Boat,75000,Croatia
499153,"Gallart 13,50 Fly",13.5,3.98,1985,Used Boat,80000,Croatia
522691,Galeon 425 HTS NEW BOAT,13.46,3.9,2023,New Boat on Order,431800,Slovenia
355477,Elan 431 Owner,13.45,4.0,1995,Used Boat,90000,Croatia
545871,Elan 43,13.45,4.0,1989,Used Boat,48500,Croatia
526586,Bénéteau Swift Trawler 41 FLY,13.43,4.2,2023,New Boat from Stock,599000,Croatia
526254,Bavaria Keizer 42,13.42,3.99,2018,Used Boat,380000,Croatia
541024,Elan 434 Impression,13.41,4.18,2007,Used Boat,95000,Croatia
528997,Elan Impression 434,13.41,4.18,2007,Used Boat,100000,Croatia
507493,Elan Impression 434,13.41,4.18,2006,Used Boat,109900,Croatia
551575,Bavaria Sport 42 HT,13.4,4.28,2010,Used Boat,195000,Croatia
516559,Sammler,13.4,3.4,2005,Used Boat,19000,Croatia
532542,Schöchl Sunbeam 44,13.4,3.98,2003,Used Boat,215000,Slovenia
489853,Jeanneau Prestige 42 Fly,13.4,4.2,2010,Used Boat,325000,Croatia
544086,Azimut 43S,13.37,4.29,2008,Used Boat,239000,Croatia
521273,Azimut 43 S,13.37,4.29,2008,Used Boat,259400,Croatia
501692,Azimut 43S,13.37,4.29,2008,Used Boat,228000,Croatia
491228,Jeanneau Prestige 440 S,13.36,4.16,2012,Used Boat,275000,Croatia
528598,Azimut 42,13.32,4.2,2006,Used Boat,238500,Croatia
549773,Elan Impression 43,13.32,4.25,2023,Used Boat,339000,Croatia
546690,Elan Impression 43,13.32,4.25,2023,New boat preordered,319000,Croatia
530601,Elan Impression 43 - ready for delivery,13.32,4.25,2023,New Boat from Stock,339000,Croatia
356903,Hanse 430e,13.3,4.2,2008,Used Boat,109900,Croatia
550337,Bavaria S40 Coupe,13.29,3.99,2017,Used Boat,350000,Croatia
544263,Bavaria S 40 HT,13.25,3.99,2017,Used Boat,380000,Croatia
531871,Galeon 420 Fly,13.25,4.16,2020,Used Boat,599000,Croatia
507120,Galeon 420 Fly,13.25,4.16,2012,Used Boat,339000,Croatia
548903,Dufour 430 GRAND LARGE,13.24,4.3,2019,Used Boat,240000,Croatia
545382,Bavaria S 45 HT - 45,13.22,4.41,2019,Used Boat,449000,Croatia
542153,Enterprise Marine 43 FLY,13.22,4.19,2002,Used Boat,200000,Croatia
531141,Azimut 42E,13.21,4.12,2008,Used Boat,285000,Croatia
524041,Bavaria SR41 COUPE SSV SALE,13.21,3.99,2022,Used Boat,540000,Croatia
551411,Sasga Yachts MENORQUIN 42 HT,13.2,4.0,2017,Used Boat,480000,Croatia
469662,Ferretti 440 S,13.2,4.28,1991,Used Boat,112000,Croatia
414828,Grand Banks 42,13.2,4.13,1973,Used Boat,139000,Croatia
537970,Grand Banks 42,13.18,4.3,2000,Used Boat,249000,Croatia
548900,Princess 435 FLY - AFTCABIN,13.11,4.18,1989,Used Boat,89000,Croatia
535378,Bali Catamarans Bali 4.3 Special Sailing Edition,13.1,7.1,2019,Used Boat,585000,Croatia
541553,Sessa 42 HT,13.1,3.85,2007,Used Boat,180000,Croatia
537839,Sessa 42,13.1,3.85,2007,Used Boat,185000,Croatia
544137,Cranchi Mediterranee 43,13.08,4.13,2013,Used Boat,300000,Croatia
528391,Prestige Yachts 420,13.06,4.1,2020,Used Boat,495000,Croatia
540601,Nauticat 42 Ketch,13.0,3.97,2013,Used Boat,385000,Croatia
547772,Markline Blue Water 43,13.0,4.2,1998,Used Boat,145000,Croatia
534215,Azimut 42,13.0,4.15,2004,Used Boat,220000,Croatia
515126,Innovazione & Progetti Mira 43 HT,13.0,4.2,2005,Used Boat,139000,Croatia
461674,Azimut 43 S,13.0,4.0,2006,Used Boat,249000,Croatia
549155,Elan 43 S,12.99,4.0,1988,Used Boat,59900,Croatia
544021,Jeanneau sun odyssey 439,12.99,4.24,2011,Used Boat,170000,Croatia
541323,Keizer Yachts 42,12.99,3.99,2019,Used Boat,400000,Croatia
502824,Bavaria KEIZER 42,12.99,3.99,2018,Used Boat,380000,Croatia
483823,Azimut 42 Evolution,12.99,4.1,2008,Used Boat,275000,Croatia
548299,Innovazione & Progetti Mira 43,12.98,4.15,2004,Used Boat,119000,Slovenia
534490,Delphia Escape 1350,12.98,3.86,2017,Used Boat,229000,Slovenia
541141,Bianca 420,12.95,3.9,1989,Used Boat,93900,Croatia
475829,Jeanneau Sun Odyssey 410,12.95,4.0,2020,Used Boat,275000,Slovenia
514411,Bénéteau BENETEAU Cyclades 43,12.94,4.43,2005,Used Boat,125000,Croatia
551238,X-Yachts X-43,12.93,3.97,2007,Used Boat,205700,Croatia
549074,Jeaneau Sun Odyssey 42 DS,12.93,4.93,2011,Used Boat,155500,Croatia
544726,Hallberg-Rassy 42E,12.93,3.74,1991,Used Boat,189000,Croatia
520660,X-Yachts X - 43,12.93,3.97,2004,Used Boat,140000,Croatia
489206,X-Yachts X-43,12.93,3.97,2004,Used Boat,140000,Croatia
550694,F42/5,12.9,4.34,2003,Used Boat,195000,Slovenia
551491,Sealine F 42/5 Fly,12.88,4.21,2007,Used Boat,195000,Croatia
494012,Malö Yachts 42,12.82,3.99,1992,Used Boat,98000,Croatia
548280,Bayliner Avanti 40,12.81,4.09,1997,Used Boat,82000,Croatia
549585,Lagoon 42,12.8,7.7,2018,Used Boat,449000,Croatia
548538,Bavaria Vision 42,12.8,4.05,2015,Used Boat,172500,Slovenia
547445,Lagoon 42,12.8,7.7,2022,Used Boat,749000,Croatia
