id,ime,dolzina,sirina,leto,uporabljenost,cena,lokacija
551223,Jeanneau Leader 33,10.56,3.27,2019,Used Boat,255000,Croatia
543201,Vindö 50SL,10.56,3.1,2017,Used Boat,259000,Croatia
513124,Jeanneau Leader 33,10.56,3.27,2020,Used Boat,186000,Croatia
508686,Carver Yachts Carver 346 Fly,10.54,4.0,2002,Used Boat,79000,Croatia
544071,Marine Projects MOODY 346,10.52,3.53,1987,Used Boat,48900,Croatia
551763,Jeanneau MERRY FISHER 1095,10.5,3.35,2022,Used Boat,279000,Croatia
548784,Hanse 355,10.5,3.55,2011,Used Boat,65000,Croatia
543605,Jeanneau Merry Fisher 1095,10.5,3.37,2023,Used Boat,273500,Croatia
540281,Moody 346,10.5,3.56,1987,Used Boat,48900,Croatia
356905,Sealine 330,10.5,3.35,1996,Used Boat,80000,Croatia
547970,Jeanneau Merry Fisher 1095,10.45,3.37,2022,Used Boat,269000,Croatia
530096,Jeanneau Merry Fisher 1095,10.45,3.37,2022,Used Boat,269000,Croatia
533241,Elan 333,10.44,3.46,2000,Used Boat,45000,Croatia
546438,Bavaria 33 Sport - 33,10.4,3.45,2009,Used Boat,113500,Croatia
510829,Cobrey 33HT,10.4,3.19,2021,Used Boat,299000,Croatia
531988,FIM Regina 340,10.4,2.99,2023,New Boat from Stock,383310,Croatia
494587,Mainship 34 Pilot Sedan,10.36,3.73,2008,Used Boat,109500,Croatia
487761,Pearlsea 33 Open,10.34,3.35,2016,Used Boat,130000,Croatia
516583,Primatist B41,10.3,4.06,2016,Used Boat,330000,Croatia
542443,Dufour 335 Grand Large,10.28,3.49,2012,Used Boat,85000,Croatia
525135,Saxdor 320 GTO - TWIN MERCURY 225 hp,10.28,3.1,2023,New Boat from Stock,189555,Croatia
492712,Saxdor 320 GTC,10.28,3.1,2022,Used Boat,242000,Croatia
544954,Bavaria 33 Cruiser,10.25,3.48,2006,Used Boat,65000,Croatia
543051,Jeanneau MERRY FISHER 10,10.22,3.33,2011,Used Boat,119000,Croatia
507419,Sea Ray 365 DA,10.21,3.48,2002,Used Boat,91000,Croatia
550276,Bavaria 32 Sport,10.2,3.2,2005,Used Boat,86000,Croatia
481809,Uljanik Trawler,10.15,2.96,1973,Used Boat,19900,Slovenia
539707,Yachtline SR 30,10.12,2.55,2017,Used Boat,89000,Croatia
544946,Nauticat 33,10.11,3.25,1972,Used Boat,69000,Croatia
539075,Nauticat 33,10.11,3.35,1982,Used Boat,79000,Croatia
512958,Elan 350,10.1,3.5,2012,Used Boat,84000,Croatia
537880,Tullio Abbate 33,10.05,2.7,1994,Used Boat,19800,Croatia
522296,Grandezza 34 OC,10.03,3.23,2023,New Boat from Stock,372870,Croatia
552342,Bénéteau Oceanis 331 Clipper,10.0,3.45,2002,Used Boat,52000,Croatia
550747,Sealine Ambassador 29,10.0,3.15,1991,Used Boat,33000,Croatia
549474,Elan 33,10.0,3.3,1990,Used Boat,18900,Croatia
548298,Bénéteau 34 GT,10.0,3.4,2012,Used Boat,173000,Slovenia
543066,Fairline Corniche 31 Fly,10.0,3.53,1986,Used Boat,49900,Croatia
528217,Elan 34,9.99,3.3,1992,Used Boat,39000,Croatia
550848,Bavaria Cruiser 32,9.99,3.48,2011,Used Boat,88000,Croatia
541921,Cranchi 35 zaffiro,9.99,3.49,2023,New Boat from Stock,399000,Croatia
535811,Salona 33,9.99,3.35,2015,Used Boat,69999,Croatia
524969,Bavaria Cruiser 33,9.99,3.48,2013,Used Boat,80000,Croatia
514488,Greenline 33,9.99,3.49,2019,Used Boat,290000,Croatia
506485,Scanner Envy 950 Touring,9.99,3.3,2016,Used Boat,96000,Croatia
549579,Crownline 325 SCR,9.98,2.95,2014,Used Boat,95000,Croatia
521907,Dufour 360 Grand Large,9.98,3.54,2018,Used Boat,129500,Croatia
519318,Merry Fisher 38F - 38,9.98,3.8,2019,Used Boat,385000,Croatia
461468,Princess 33 Fly,9.97,3.4,1985,Used Boat,33900,Croatia
480497,Bavaria Sport 33,9.96,3.45,2007,Used Boat,89000,Croatia
512180,Bavaria 33 Sport Caribic,9.96,3.4,2009,Used Boat,120000,Croatia
547027,Cantieri Estensi Goldstar 360,9.96,3.8,2004,Used Boat,129000,Croatia
545514,Cantieri Estensi Goldstar 360,9.96,3.8,2007,Used Boat,155000,Croatia
541443,Estensi Goldstar 360,9.96,3.2,2004,Used Boat,140000,Croatia
459974,Jeanneau Sun Odyssey 33i,9.96,3.34,2013,Used Boat,77000,Croatia
542461,Bayliner 3258 AVANTI,9.95,3.3,1995,Used Boat,53500,Croatia
530807,Invictus GT 320,9.95,3.03,2023,New Boat on Order,382000,Croatia
528059,Marex 320 Aft Cabin Cruiser,9.94,3.3,2019,Used Boat,290000,Croatia
541139,Jeanneau Merry Fisher 10,9.9,3.35,2011,Used Boat,119000,Croatia
498900,Mochi Craft 1000 Fly,9.9,3.0,1986,Used Boat,58500,Croatia
206711,Fairline Targa 33,9.86,3.24,1996,Used Boat,45000,Croatia
552508,Bavaria 32 Bavaria,9.85,3.35,2003,Used Boat,50000,Croatia
520294,Grandezza 34 OC,9.85,3.43,2022,Used Boat,405000,Croatia
520192,Solemar NIGHT&DAY 32,9.85,3.32,2006,Used Boat,72000,Croatia
552339,Monterey CRUISER 322,9.8,3.3,2001,Used Boat,58000,Croatia
552071,Windy 9800,9.8,2.96,1986,Used Boat,28000,Croatia
551273,Dehler OPTIMA 98GS,9.8,3.0,1983,Used Boat,18000,Croatia
548178,Einzelbau,9.8,2.7,1968,Used Boat,14500,Croatia
509096,Europe Marine Viper 303,9.8,3.0,2013,Used Boat,69000,Croatia
523987,Delphia 31,9.78,3.4,2012,Used Boat,49000,Croatia
510349,Sessa C 32,9.75,3.15,2011,Used Boat,141500,Croatia
537846,Sessa C 32 HT,9.75,3.15,2011,Used Boat,141500,Croatia
496921,Regal 3350,9.75,3.45,2005,Used Boat,119000,Croatia
525733,Chaparral 29 Signature,9.73,2.97,1997,Used Boat,37500,Croatia
539192,Saga 32,9.7,3.15,1996,Used Boat,69000,Croatia
431117,?IBENIK 800,9.7,3.0,2007,Used Boat,63000,Croatia
431115,?IBENIK 800 Elegance,9.7,3.0,2011,Used Boat,89000,Slovenia
548321,Bénéteau Oceanis 31,9.69,3.39,2009,Used Boat,66000,Croatia
535941,Melges 32,9.68,2.94,2007,Used Boat,62000,Slovenia
529810,Viper 303,9.65,3.0,2014,Used Boat,135000,Croatia
549557,Bayliner 3055,9.61,3.29,1999,Used Boat,66000,Croatia
547598,Jeanneau Sun Odyssey 32,9.6,3.3,2002,Used Boat,47000,Croatia
547571,Sealine 31 SB,9.6,3.2,1997,Used Boat,58000,Croatia
513976,Bayliner 305,9.6,3.35,2006,Used Boat,59900,Croatia
545895,Jeanneau Prestige 32 Fly,9.6,3.6,2007,Used Boat,139000,Croatia
518063,Brabus Shadow 500 Cabin,9.6,2.95,2021,Used Boat,279000,Croatia
509847,Bayliner 305 SB,9.6,3.29,2003,Used Boat,59000,Croatia
469803,Custom 96,9.6,2.49,2003,Used Boat,59000,Croatia
548091,Bénéteau Oceanis 30.1,9.53,2.99,2022,Used Boat,119500,Croatia
546668,Jeanneau NC9,9.53,3.15,2018,Used Boat,179900,Slovenia
547831,Bavaria S29,9.52,2.99,2021,Used Boat,169000,Croatia
508027,Fairline Corniche 31,9.52,3.36,1992,Used Boat,69500,Croatia
546528,SAS-Vektor SAS Vektor 950,9.5,3.2,2004,Used Boat,79000,Croatia
545998,Sessa S32,9.5,3.0,2003,Used Boat,59000,Croatia
545568,Sessa C30,9.5,3.0,2008,Used Boat,79000,Croatia
545058,Mimi Libeccio 9.5 WA,9.5,3.0,2023,New Boat from Stock,241200,Croatia
535589,Sessa C32,9.5,3.0,2011,Used Boat,155000,Croatia
505730,Bénéteau First 31.7,9.5,3.23,2008,Used Boat,54000,Croatia
537568,Sea Ray 325 DA,9.47,2.95,2006,Used Boat,63000,Slovenia
536349,Sea Ray 325,9.47,2.9,2006,Used Boat,69000,Slovenia
395639,Sea Ray 315 / 280 DA,9.47,2.87,2005,Used Boat,59000,Croatia
403986,Jeanneau Sun Odyssey 32i,9.45,3.32,2008,Used Boat,47000,Croatia
549177,Scarani Cruiser 31 Biscay,9.4,2.99,2007,Used Boat,65000,Croatia
528979,Jeanneau Nc9,9.4,3.15,2019,Used Boat,180000,Croatia
284709,Salpa 32.5 Laver,9.4,3.3,2008,Used Boat,69900,Croatia
517896,Dufour 3800,9.35,3.2,1982,Used Boat,25500,Slovenia
549385,Bayliner 3055,9.33,3.05,1994,Used Boat,39000,Croatia
292667,Damor 900,9.3,2.99,2004,Used Boat,39000,Croatia
270274,Bayliner 288 Fly,9.3,3.0,2004,Used Boat,54500,Croatia
239908,Bayliner 300 SB,9.3,3.05,2008,Used Boat,52900,Croatia
549265,Sea Ray 290 DA Sundancer,9.29,2.74,1992,Used Boat,25900,Croatia
496492,Sea Ray SeaRay 290DA Sundancer 1992,9.29,2.74,1992,Used Boat,25500,Croatia
531959,Bavaria S29,9.28,2.99,2023,New boat preordered,159000,Croatia
531897,Bavaria S30,9.28,2.99,2023,New Boat from Stock,196860,Croatia
484419,Jeanneau Leader 30,9.23,2.98,2018,Used Boat,119900,Croatia
551569,Axopar 28 T-TOP,9.2,2.95,2019,Used Boat,138000,Croatia
551070,Axopar 28 Cabin - Brabus,9.2,2.95,2020,Used Boat,168000,Croatia
542395,Arcoa 975,9.2,3.4,1990,Used Boat,29000,Croatia
549892,Jeanneau Cap Camarat WA 9.0,9.2,2.98,2019,Used Boat,154000,Croatia
540973,Axopar 28,9.2,2.95,2021,Used Boat,279000,Croatia
536965,Cruisers Cruisers Yachts Rogue 3070,9.2,3.2,1991,Used Boat,19000,Croatia
534571,Mirakul 30,9.2,3.03,2015,Used Boat,85000,Croatia
533319,Mirakul 30,9.2,3.03,2022,Used Boat,130000,Croatia
539036,Botnia Marin / Targa Targa 30,9.19,3.25,2003,Used Boat,109000,Croatia
542477,Dalpol Phobos 29,9.15,2.95,2018,Used Boat,35900,Croatia
537062,Bénéteau Antares 9 OB,9.12,2.95,2023,Used Boat,135000,Slovenia
507247,Sparkman & Stephens 6.6,9.1,2.85,1971,Used Boat,8000,Croatia
501772,Salpa Soleil 30,9.1,3.2,2022,Used Boat,199900,Slovenia
533554,Finnmaster T9 ST,9.04,3.23,2023,New Boat on Order,241400,Croatia
551003,Scarab Wellcraft 302 Sport,8.99,2.44,2001,Used Boat,39000,Croatia
546470,Axopar 28 T-Top,8.99,2.85,2016,Used Boat,95000,Croatia
496736,Bavaria 28 Sport,8.99,2.99,2011,Used Boat,85000,Croatia
538492,Müller Drachen 1960,8.95,1.9,1960,Used Boat,30200,Croatia
546862,Sea Ray 290 Sundancer,8.95,2.95,1995,Used Boat,35000,Croatia
537969,Bavaria S 29,8.95,2.99,2018,Used Boat,110000,Croatia
499899,Bayliner 3055 - 2X V8 260 PS,8.95,3.0,1992,Used Boat,25000,Croatia
517179,Bayliner 2855 Ciera,8.91,2.9,1999,Used Boat,30000,Croatia
551993,Invictus GT 280,8.9,2.8,2024,New Boat on Order,205000,Slovenia
546148,Invictus GT 280,8.9,2.8,2023,New boat preordered,175000,Slovenia
544283,Invictus GT 280,8.9,2.84,2023,New Boat from Stock,197970,Croatia
541256,Invictus GT 280,8.9,2.8,2023,New Boat on Order,75500,Croatia
532412,Jeanneau Prestige 30S,8.9,3.32,2007,Used Boat,105000,Croatia
530801,Invictus GT 280,8.9,2.84,2023,New Boat from Stock,211000,Croatia
527807,Jeanneau Merry Fisher 895 Offshore-,8.9,2.99,2022,New Boat from Stock,179900,Croatia
520188,Four Winns Horizon 280,8.9,2.75,2003,Used Boat,55000,Croatia
551752,Monterey 295 CR,8.84,2.77,2008,Used Boat,79800,Croatia
530144,Regal 2760 Commodore,8.84,2.77,1999,Used Boat,34800,Croatia
548092,Grandezza 28 OC,8.8,2.85,2022,Used Boat,199000,Croatia
547557,Grandezza 28 OC,8.8,2.85,2023,Used Boat,199000,Croatia
527271,Knierim Yachtbau Legend 28,8.8,2.65,2003,Used Boat,90000,Croatia
537548,Bestyear 880 Craft,8.8,2.68,2014,Used Boat,29500,Croatia
466147,Custom VSR 8.8 PRO,8.8,2.7,2008,Used Boat,55000,Croatia
416847,Grandezza 28 OC,8.8,2.85,2023,New boat preordered,181000,Croatia
393510,Fjord 880 AC,8.8,3.15,1987,Used Boat,35900,Croatia
548286,Rinker 260 EC,8.79,2.59,2007,Used Boat,49000,Croatia
514397,Chaparral 275 SSi,8.79,2.74,2007,Used Boat,60000,Croatia
422446,Rinker 260,8.79,2.59,2008,Used Boat,70000,Croatia
552074,Calafuria Scorpionero 950,8.76,2.96,2007,Used Boat,59500,Croatia
247145,Crownline 270 cr,8.75,2.6,2007,Used Boat,55000,Croatia
465094,Crownline 270 CR,8.7,2.59,2008,Used Boat,49900,Croatia
548789,"SunRunner Ultra 3,0",8.66,3.2,1990,Used Boat,36000,Croatia
551521,Sea ray Sundancer 280 DA,8.65,2.74,1992,Used Boat,38000,Croatia
543067,Maxum 270 SC,8.65,2.87,2005,Used Boat,44900,Croatia
548943,Four Winns Vista 278,8.64,2.59,2007,Used Boat,45000,Croatia
474355,Poly Form TRIAKIS C 30,8.62,3.2,2007,Used Boat,75000,Croatia
546551,Maxum 2700 SCR,8.59,2.9,2002,Used Boat,49900,Croatia
549802,Sea Ray 260 Sundancer,8.5,2.59,2000,Used Boat,59500,Croatia
546562,Jeanneau SUN ODYSSEY 29.2,8.5,2.98,2002,Used Boat,39500,Slovenia
545068,Mimi Libeccio 8.5 classic,8.5,2.5,2023,New Boat from Stock,99471,Croatia
530018,850,8.5,2.65,2022,Used Boat,108000,Croatia
426125,Hysucat 28,8.5,2.9,2019,Used Boat,65000,Croatia
551005,Saxdor 270 GTO,8.45,2.6,2023,New Boat from Stock,149860,Croatia
535791,Saxdor 270 GTO,8.45,2.6,2023,New Boat from Stock,161000,Croatia
503701,Gibert Marine Gib Sea 84,8.4,3.05,1985,Used Boat,19900,Croatia
496931,Stimson 28,8.4,2.85,2005,Used Boat,39000,Croatia
540202,Airon Marine AMX28,8.34,2.5,2023,New Boat from Stock,198000,Slovenia
549543,Trapper 500,8.33,2.85,1979,Used Boat,15500,Croatia
551218,Sessa Dorado 26,8.3,2.7,2008,Used Boat,44900,Croatia
548575,SAGA 27AK,8.3,2.75,1985,Used Boat,19900,Croatia
415802,Piculjan Marine RAB 720,8.3,2.75,2000,Used Boat,53900,Croatia
551071,2BAR 82,8.2,3.3,2023,New Boat on Order,64600,Croatia
546957,Viko 27,8.2,2.5,2006,Used Boat,25000,Slovenia
545888,Kajütboot,8.2,2.8,2012,Used Boat,62000,Croatia
466231,Jeanneau Yarding 27,8.2,3.0,2023,New Boat from Stock,82830,Slovenia
526662,Neptun Werft NEPTUN 27,8.15,2.5,1978,Used Boat,9000,Croatia
551115,Crownline Crowline 270CR,8.1,2.59,2005,Used Boat,69000,Croatia
549998,Nordkapp Noblesse 790,8.1,2.5,2017,Used Boat,79900,Croatia
530810,Capoforte CX 270,8.1,2.7,2023,New Boat from Stock,153000,Croatia
355761,Crownline 270 CR,8.1,2.6,2007,Used Boat,50000,Croatia
548854,Maxum 2500SE,8.05,2.59,2008,Used Boat,49900,Croatia
552053,SAVER 750,8.0,2.55,2017,Used Boat,96000,Croatia
519289,HIP rip,8.0,3.03,2016,Used Boat,63500,Croatia
524009,Capelli TEMPEST 800,8.0,3.0,2018,Used Boat,74000,Croatia
430491,Regal 28 Express,7.98,2.3,2020,Used Boat,130000,Croatia
542311,Bénéteau Antares 9 OB,7.98,2.95,2018,Used Boat,139000,Croatia
549911,Ho?evar 800,7.96,2.98,1987,Used Boat,12000,Croatia
550257,Sessa Oyster 25,7.95,2.55,2005,Used Boat,36000,Croatia
549924,Jeanneau Merry Fisher 795,7.95,2.82,2023,Used Boat,115000,Croatia
552262,Sea Ray Sundancer 240 DA,7.92,2.59,2008,Used Boat,55000,Croatia
527640,Capelli TEMPEST 800 SUN,7.91,3.05,2019,Used Boat,78900,Croatia
541808,Albin 79,7.9,2.66,1976,Used Boat,9999,Croatia
549259,Carver 250 Express,7.9,2.6,1995,Used Boat,33000,Croatia
544780,Fairline Sunfury 26,7.9,2.95,1989,Used Boat,20500,Croatia
532180,Bayliner Ciera 2655,7.9,2.5,1997,Used Boat,28000,Croatia
550256,Sessa Key Largo 27,7.8,2.64,2011,Used Boat,65000,Croatia
551564,Sessa S26,7.65,2.55,2008,Used Boat,42000,Croatia
461262,Sessa Cruiser S 26,7.65,2.5,2011,Used Boat,48800,Croatia
549860,Stingray 250 CR,7.6,2.6,2008,Used Boat,46000,Croatia
545949,Highfield 760 Sport,7.6,2.83,2020,Used Boat,75000,Croatia
550907,Cranchi CSL 27,7.51,2.83,2007,Used Boat,55000,Croatia
520050,Innovazioni Progetti FLARES 25.6,7.49,3.0,1998,Used Boat,29000,Croatia
483821,Janmor 25 Green,7.49,2.52,2010,Used Boat,34900,Croatia
538883,Bénéteau ANTARES 7 OB,7.48,2.5,2022,New Boat from Stock,91135,Croatia
530898,Capoforte FX 240,7.45,2.45,2023,New Boat from Stock,119000,Croatia
515374,Bénéteau ANTARES 7.60,7.44,2.75,2005,Used Boat,57000,Croatia
551740,Fairline Carrera 24,7.34,2.88,1986,Used Boat,25000,Croatia
534142,Zodiac Medline 7.5,7.34,2.9,2022,Used Boat,71200,Croatia
548530,Maxum 2400 SC3,7.32,2.59,2007,Used Boat,17000,Croatia
545744,Sea Ray 255 DA,7.32,2.59,2007,Used Boat,52900,Croatia
537453,Bénéteau FLYER 7 SUNDECK,7.26,2.45,2017,Used Boat,63000,Croatia
544403,Jeanneau Cap Camarat 7.5,7.19,2.52,2019,Used Boat,72900,Croatia
531279,Jeanneau Cap Camarat 7.5,7.19,2.52,2016,Used Boat,55900,Croatia
546595,Bayliner Ciera 2452CD Express Cruiser,7.18,2.54,1999,Used Boat,19500,Croatia
543568,Cranchi 21 Ellipse,7.05,2.48,1997,Used Boat,25800,Croatia
552446,Rinker V190,7.0,2.6,1990,Used Boat,5500,Croatia
551592,Regal 2250 Cuddy,7.0,2.59,2007,Used Boat,25995,Croatia
519425,Fjord 23,7.0,2.5,1980,Used Boat,23000,Croatia
511503,Custom Family Cruiser 7 Meters,6.98,2.5,2000,Used Boat,13000,Croatia
500197,Renier R8,6.97,3.18,2022,New Boat from Stock,99000,Croatia
536337,Sea Ray Sunsport 240,6.96,2.55,2008,Used Boat,39900,Croatia
517774,Nordkapp 655 Nobless,6.95,2.5,2017,Used Boat,52000,Croatia
550117,Jeanneau Merry Fisher 705 IB,6.92,2.77,2009,Used Boat,45000,Croatia
550788,Sessa Key Largo 24,6.9,2.5,2013,Used Boat,56000,Croatia
547215,Quicksilver Captur 690 Arvor,6.88,2.54,2023,New boat preordered,38500,Croatia
550515,Regal 6.8 Ventura,6.83,2.6,1999,Used Boat,25000,Croatia
509130,Cranchi 760 Clipper Cruiser,6.8,2.48,1990,Used Boat,15900,Croatia
530286,MasterCraft X-STAR XSTAR X STAR,6.78,2.54,2007,Used Boat,69000,Croatia
534993,Karnic 602 SL,6.7,2.45,2022,Used Boat,52500,Croatia
524199,Monterey 194 FS,6.6,2.5,2008,Used Boat,19000,Croatia
552313,"ZAR Formenti Zar 65 Suite, Suzuki 200 PS, wie",6.5,2.55,2021,Used Boat,89000,Croatia
551458,"Jeanneau Cap Camarat 6,5 CD",6.5,2.5,2023,New boat preordered,87750,Slovenia
538601,Quicksilver Cruiser 625,6.45,2.47,2002,Used Boat,16500,Croatia
547418,Bayliner 652 CU,6.22,2.44,2006,Used Boat,22500,Croatia
551214,2BAR 62,6.2,2.5,2023,Used Boat,45000,Croatia
547331,Jeanneau Sun 2000,6.2,2.55,2011,Used Boat,22500,Slovenia
540139,Galeon Galia 630 Sundeck,6.19,2.48,2016,Used Boat,38000,Croatia
530812,Capoforte SX 200,6.1,2.5,2022,New Boat from Stock,42500,Croatia
532262,Saxdor 200 SPORT,5.94,2.33,2022,Used Boat,55000,Croatia
490535,Saxdor 200 Pro Sport - MERCURY 175 V6 XL DTS,5.94,2.29,2020,Used Boat,34900,Croatia
538620,Zodiac Medline 580,5.8,2.54,2022,New Boat from Stock,31000,Croatia
534282,Zodiac Medline 580,5.8,2.54,2022,Used Boat,34900,Croatia
527390,GALA V580F,5.8,2.5,2021,Used Boat,29900,Croatia
542037,2BAR 57,5.7,2.5,2023,New Boat from Stock,19850,Croatia
512171,Bénéteau Seascape 18,5.5,2.37,2014,Used Boat,19999,Slovenia
516580,Quicksilver 605 Pilothouse,5.5,2.54,2022,Used Boat,49500,Croatia
364643,Walker Bay Generation 525 DLX,5.25,2.44,2023,New Boat from Stock,11140,Croatia
518821,Boston Whaler 160 DA,4.97,2.16,2000,Used Boat,20000,Croatia
548802,Zodiac Yachtline 490 Deluxe,4.9,2.05,2023,New boat preordered,29750,Slovenia
537003,Zodiac Yachtline 440 NEO,4.4,1.86,2020,Used Boat,30990,Slovenia
411579,Avon 380 SEASPORT,3.8,1.9,2012,Used Boat,9500,Croatia
547028,Novomar NM 370,3.7,1.9,2023,New boat preordered,23404,Slovenia
527159,GALA Viking V360,3.6,1.86,2023,New boat preordered,19590,Slovenia
546871,GALA V330,3.3,1.72,2021,New Boat from Stock,14500,Croatia
532387,Pirelli J33 Jet,3.3,1.67,2018,Used Boat,18900,Croatia
550915,Zodiac 3.20,3.2,1.8,2023,New boat preordered,18240,Slovenia
542052,Williams 285 Turbojet,2.9,1.6,2010,Used Boat,11450,Croatia
537400,Tiwal 2 Yellow furling sail 5.60 m2,2.8,1.5,2021,Used Boat,9000,Croatia
548807,Zodiac Cadet RIB compact 250,2.5,1.56,2019,Used Boat,1500,Croatia
